item_name,amount,type,date,farm_owner_id
goats,7878.78,Harvest,2023-05-03,45
fish,1953.56,Harvest,2022-07-06,14
fish,5545.01,Harvest,2023-05-12,73
cotton,1267.12,Harvest,2022-11-20,96
harvester,6162.81,Investment,2022-06-14,83
rice,3120.51,Investment,2023-08-18,78
irrigation system,1552.12,Harvest,2023-10-18,34
pulses,8878.21,Investment,2022-04-20,68
irrigation system,9909.3,Harvest,2022-11-26,20
pulses,4908.88,Investment,2023-02-23,74
pulses,1631.8,Harvest,2024-04-29,26
tea,6253.92,Harvest,2023-01-10,54
cow,9503.26,Investment,2023-03-02,3
buffalo,1261.35,Harvest,2022-08-20,75
goats,6475.78,Investment,2022-03-18,94
coffee,7153.9,Investment,2024-05-17,77
sheep,5917.07,Investment,2022-06-22,93
coffee,5087.56,Harvest,2022-10-28,58
seed drill,510.76,Investment,2023-09-09,26
duck,3444.65,Investment,2023-03-10,20
groundnut,1711.84,Investment,2022-07-11,52
rice,2534.27,Investment,2024-06-08,50
sugarcane,6804.52,Harvest,2023-09-13,9
maize,5086.57,Investment,2022-05-27,95
fertilizer spreader,1092.92,Harvest,2022-07-14,65
tea,5725.19,Investment,2022-12-21,51
poultry,4083.32,Investment,2023-11-02,44
coconut,2343.88,Investment,2022-09-22,14
tractor,6345.04,Harvest,2022-08-31,33
plough,1577.43,Investment,2024-03-24,1
fish,705.36,Investment,2022-03-01,86
hen,1343.51,Investment,2022-06-07,46
tea,6568.56,Investment,2022-12-27,19
pig,7213.37,Harvest,2023-12-25,70
irrigation system,4638.08,Investment,2024-06-12,76
poultry,1346.36,Harvest,2023-02-12,98
coconut,3098.97,Harvest,2023-09-06,42
vegetable,5865.6,Investment,2023-03-11,93
pulses,7373.28,Harvest,2024-05-22,75
tractor,690.86,Harvest,2022-06-17,43
groundnut,2868.44,Harvest,2023-03-26,26
harvester,7414.04,Investment,2023-06-11,33
cows,6638.25,Harvest,2024-04-30,19
maize,8274.96,Harvest,2022-10-08,27
goat,848.2,Harvest,2023-12-03,67
fruit,9616.45,Harvest,2022-07-23,24
rice,864.23,Harvest,2022-04-06,94
millets,2613.06,Investment,2023-01-26,86
turkey,3726.34,Investment,2022-05-24,97
coffee,2094.02,Investment,2022-07-28,81
sugarcane,201.35,Harvest,2022-01-17,17
tractor,1109.74,Harvest,2023-11-17,44
wheat,1588.62,Harvest,2022-08-25,94
tractor,8947.43,Investment,2024-01-30,96
fish,9058.64,Harvest,2023-08-27,96
goat,2959.55,Investment,2023-04-20,60
fertilizer spreader,1191.41,Harvest,2022-09-20,81
sugarcane,2601.46,Investment,2023-07-12,67
fish,2950.42,Harvest,2023-11-03,24
rubber,4904.57,Harvest,2022-01-19,75
harvester,148.84,Harvest,2022-04-23,50
duck,4092.77,Harvest,2023-06-25,65
fish,3537.15,Investment,2023-01-21,67
goat,4017.81,Harvest,2024-04-23,48
irrigation system,2821.03,Investment,2022-08-28,56
cows,4577.73,Harvest,2024-02-19,31
fertilizer spreader,8716.21,Harvest,2022-02-16,62
fertilizer spreader,3046.22,Investment,2023-02-11,72
cotton,4224.07,Investment,2023-06-19,49
tea,7781.07,Harvest,2023-06-07,23
pulses,7365.31,Investment,2023-05-16,91
cow,4267.35,Harvest,2022-06-09,28
rice,7188.01,Harvest,2022-12-13,77
cows,7139.18,Investment,2022-12-06,46
rubber,9710.11,Investment,2022-01-31,6
coffee,845.21,Investment,2024-03-24,98
wheat,891.79,Investment,2022-05-13,7
turkey,239.3,Investment,2023-01-09,54
horse,7244.91,Investment,2023-04-25,28
fertilizer spreader,982.23,Harvest,2022-04-16,96
duck,5957.7,Investment,2022-09-21,55
irrigation system,1365.19,Investment,2023-04-22,92
fish,4612.21,Harvest,2023-03-30,40
maize,1432.19,Harvest,2023-11-12,33
horse,4401.74,Investment,2024-05-20,81
duck,8727.76,Harvest,2022-08-18,61
sugarcane,5825.95,Investment,2022-10-10,34
cow,3796.96,Harvest,2022-04-28,45
poultry,8562.87,Harvest,2023-02-11,87
buffalo,3147.32,Harvest,2024-04-30,88
maize,2266.3,Harvest,2022-09-07,19
horse,1868.49,Harvest,2024-02-24,68
goats,9842.83,Harvest,2024-02-07,58
millets,7196.65,Investment,2022-12-27,4
pulses,4581.11,Harvest,2024-03-07,26
cow,7867.05,Investment,2022-08-30,32
sugarcane,4963.14,Harvest,2022-08-22,65
fruit,7689.25,Investment,2023-09-30,31
irrigation system,6416.82,Harvest,2022-02-28,23
plough,1304.66,Harvest,2024-05-20,43
pulses,9302.5,Investment,2022-12-05,13
tractor,6328.9,Harvest,2023-11-05,4
buffalo,7465.97,Investment,2024-05-30,49
maize,9149.34,Investment,2023-03-07,16
cow,2853.58,Harvest,2023-05-08,86
poultry,2921.54,Harvest,2022-12-18,28
cow,9675.01,Harvest,2022-10-07,36
pig,3276.92,Investment,2023-08-20,34
maize,7528.97,Investment,2023-10-07,72
vegetable,5452.39,Harvest,2023-05-04,31
horse,870.43,Investment,2022-01-26,81
hen,2901.19,Investment,2023-04-21,67
fertilizer spreader,2290.96,Harvest,2023-06-13,85
horse,6631.41,Investment,2023-03-11,93
goat,1709.41,Harvest,2022-07-27,85
rice,2892.74,Investment,2022-09-12,62
coffee,1362.28,Investment,2023-04-27,33
wheat,3714.69,Investment,2023-06-07,7
fruit,9812.91,Investment,2022-05-18,3
cotton,4204.39,Harvest,2023-03-20,17
tea,1165.46,Investment,2022-05-17,24
fruit,4878.13,Harvest,2023-11-24,63
seed drill,6193.57,Harvest,2022-11-05,91
seed drill,3480.02,Harvest,2023-11-03,48
sugarcane,522.42,Harvest,2022-06-23,42
harvester,1049.54,Harvest,2022-10-19,89
rice,4849.38,Harvest,2024-04-22,49
goat,1262.08,Investment,2023-07-21,92
vegetable,5321.84,Investment,2022-07-24,89
groundnut,5888.58,Harvest,2023-02-13,53
buffalo,4310.01,Investment,2024-01-06,74
buffalo,6977.48,Investment,2023-09-09,34
vegetable,2998.68,Investment,2023-04-26,83
cow,3744.46,Harvest,2022-04-20,16
fertilizer spreader,9361.18,Investment,2022-07-03,81
rice,2373.73,Investment,2023-09-12,28
plough,5742.95,Harvest,2022-04-03,14
turkey,3626.41,Investment,2023-10-05,64
wheat,6886.75,Investment,2023-11-12,90
coconut,9713.85,Investment,2023-12-28,38
duck,6364.45,Harvest,2022-10-21,60
coconut,8459.49,Harvest,2023-03-19,97
hen,749.29,Investment,2023-05-22,69
millets,3991.27,Investment,2023-03-30,95
coffee,1808.55,Harvest,2023-08-04,29
pulses,2054.87,Harvest,2024-02-06,33
fertilizer spreader,5301.52,Investment,2022-01-08,42
cows,4924.02,Harvest,2022-03-11,69
sheep,3514.71,Harvest,2023-04-06,77
wheat,9575.02,Harvest,2023-12-05,73
poultry,5114.84,Harvest,2023-07-06,54
cows,2681.42,Investment,2023-03-23,42
maize,6773.84,Harvest,2024-06-11,73
turkey,8893.17,Investment,2022-05-01,18
coffee,3990.82,Investment,2023-04-18,98
buffalo,4829.56,Investment,2022-10-02,97
coconut,6532.39,Harvest,2023-09-30,67
fruit,5827.37,Investment,2023-11-18,68
poultry,2512.7,Investment,2022-02-01,12
tea,444.77,Investment,2022-10-13,8
irrigation system,3791.11,Investment,2023-02-22,62
millets,3361.88,Investment,2023-06-14,49
wheat,8171.25,Harvest,2022-05-17,81
duck,441.12,Investment,2022-09-18,70
fertilizer spreader,9460.45,Harvest,2023-08-24,32
cows,9728.5,Investment,2023-04-04,58
millets,5620.37,Harvest,2023-01-03,32
sprayer,2114.91,Harvest,2023-06-22,44
millets,1522.51,Investment,2023-11-19,27
turkey,3805.92,Investment,2024-01-24,41
duck,6762.36,Harvest,2023-12-06,3
coffee,2621.21,Harvest,2023-11-20,70
cow,744.54,Harvest,2024-03-10,49
sugarcane,6741.53,Investment,2023-05-28,64
tractor,3574.86,Investment,2022-12-21,29
pulses,3766.17,Harvest,2022-07-06,4
seed drill,4157.27,Investment,2024-06-19,66
poultry,9402.23,Investment,2023-11-15,28
hen,5003.16,Investment,2022-07-11,48
irrigation system,7241.3,Harvest,2023-01-25,8
hen,5467.39,Investment,2023-05-25,15
tractor,4927.96,Investment,2022-11-20,57
hen,9617.64,Investment,2022-02-09,6
fruit,1811.09,Investment,2022-02-06,43
wheat,2593.53,Harvest,2024-05-21,32
irrigation system,1840.16,Harvest,2023-09-19,16
poultry,2572.56,Harvest,2023-05-11,24
plough,1615.16,Harvest,2023-08-30,8
fish,6522.11,Harvest,2023-08-04,29
pig,4326.31,Investment,2022-01-22,100
cow,4969.55,Investment,2022-07-03,10
fish,8838.8,Harvest,2024-05-21,79
coconut,1164.93,Investment,2024-06-06,21
sheep,9367.95,Harvest,2022-02-02,79
seed drill,2543.48,Investment,2023-01-16,54
poultry,7171.55,Harvest,2023-12-20,82
horse,766.19,Investment,2022-12-10,38
goat,6215.83,Harvest,2024-01-19,7
sugarcane,3132.4,Investment,2023-12-09,36
cotton,7763.54,Harvest,2024-01-10,95
millets,1207.95,Harvest,2023-07-05,18
plough,6840.29,Harvest,2022-12-14,4
sprayer,6628.6,Harvest,2023-12-14,77
cotton,4638.14,Investment,2023-10-25,89
pulses,866.16,Harvest,2023-10-22,3
sugarcane,6007.44,Investment,2024-01-29,91
pig,1607.92,Investment,2023-06-05,54
coffee,6562.55,Harvest,2023-10-13,87
goat,8702.14,Harvest,2023-06-03,47
wheat,5085.89,Harvest,2023-01-27,45
vegetable,5186.45,Harvest,2024-04-25,41
cotton,371.59,Investment,2023-09-24,56
harvester,6151.43,Harvest,2023-09-17,95
pig,8716.49,Harvest,2022-08-19,49
harvester,6102.86,Harvest,2023-04-25,73
coffee,1951.46,Harvest,2023-02-19,51
horse,1363.2,Harvest,2022-08-26,40
tractor,5737.41,Harvest,2023-09-26,79
hen,2972.46,Investment,2023-11-04,24
coconut,7015.23,Investment,2024-01-16,33
duck,5969.51,Harvest,2023-04-16,7
pig,2539.65,Harvest,2024-01-08,97
groundnut,6213.02,Harvest,2024-04-21,76
hen,2688.96,Harvest,2023-01-22,1
tea,7484.71,Investment,2023-06-04,97
turkey,243.1,Harvest,2023-07-20,47
maize,1871.0,Harvest,2023-11-03,77
groundnut,3347.28,Harvest,2024-06-15,69
seed drill,1450.64,Harvest,2024-01-14,5
seed drill,1218.63,Investment,2022-12-29,63
millets,6592.5,Harvest,2022-12-24,40
cotton,2048.13,Harvest,2023-01-03,41
sprayer,6523.33,Harvest,2024-02-16,96
sheep,143.61,Investment,2024-04-20,51
wheat,1635.01,Investment,2022-07-19,63
millets,2773.95,Investment,2024-04-01,68
coffee,4509.99,Investment,2023-04-30,9
fertilizer spreader,9091.11,Investment,2023-07-18,98
goat,2266.82,Harvest,2023-03-02,71
sprayer,1444.89,Harvest,2024-02-08,91
goats,7926.18,Investment,2023-10-05,56
seed drill,7722.1,Harvest,2023-05-30,65
seed drill,8980.21,Harvest,2022-02-24,20
coffee,8262.24,Investment,2022-06-03,68
groundnut,800.24,Investment,2022-11-03,40
sheep,7078.84,Harvest,2023-09-14,60
wheat,7201.92,Harvest,2022-09-12,36
hen,3412.0,Harvest,2023-10-28,34
rubber,5247.8,Investment,2023-09-15,49
fertilizer spreader,173.33,Investment,2022-05-25,8
vegetable,9580.98,Investment,2024-02-02,96
cows,8228.84,Harvest,2023-05-27,43
goats,2463.75,Investment,2023-03-14,57
pulses,7070.73,Harvest,2024-04-26,77
coffee,9190.88,Investment,2023-02-05,49
plough,6327.71,Harvest,2024-02-01,61
tractor,8498.42,Harvest,2024-01-01,43
sugarcane,3974.2,Investment,2023-04-30,86
pulses,9350.07,Harvest,2024-03-28,5
pig,5687.7,Harvest,2022-02-18,87
turkey,2673.55,Harvest,2022-02-28,52
cows,6866.2,Harvest,2023-11-08,82
pulses,993.69,Harvest,2022-04-01,2
duck,8812.17,Investment,2022-12-29,27
hen,3817.48,Harvest,2024-02-13,92
horse,8308.63,Investment,2024-04-02,63
harvester,4677.24,Investment,2022-03-31,42
fertilizer spreader,7399.67,Harvest,2023-09-18,48
goats,4929.31,Investment,2023-07-21,44
fruit,7964.2,Harvest,2024-06-09,4
duck,2213.49,Harvest,2023-09-07,53
coconut,4945.98,Investment,2023-05-05,74
duck,9099.39,Investment,2022-11-08,67
tractor,3628.86,Investment,2023-05-12,73
irrigation system,4266.8,Harvest,2023-04-01,26
goats,7844.85,Investment,2022-04-20,69
groundnut,4029.63,Harvest,2022-07-14,21
rice,7110.94,Harvest,2022-04-09,66
sheep,3667.24,Investment,2022-05-12,64
cow,9780.04,Investment,2023-04-18,8
harvester,7267.36,Investment,2023-07-30,14
fish,8726.4,Investment,2022-04-13,40
vegetable,7949.52,Investment,2022-12-02,40
turkey,8079.86,Investment,2024-01-04,66
cow,5800.44,Investment,2022-06-02,94
fish,4456.21,Harvest,2022-06-23,16
fruit,7125.99,Harvest,2023-07-23,30
poultry,2974.99,Harvest,2022-03-09,82
turkey,6529.79,Harvest,2022-03-04,51
tractor,6423.81,Investment,2022-02-17,94
goats,7257.33,Harvest,2023-07-19,65
duck,2971.38,Harvest,2023-12-03,5
fertilizer spreader,1966.6,Harvest,2022-12-08,63
fish,8204.68,Investment,2023-02-17,25
turkey,3029.17,Investment,2022-12-02,92
sheep,2013.49,Harvest,2022-05-12,76
poultry,4692.09,Investment,2023-08-29,13
irrigation system,5445.51,Harvest,2022-05-23,43
rice,3074.27,Investment,2023-07-18,33
cow,4518.61,Harvest,2022-12-30,18
goat,667.44,Investment,2022-12-24,4
harvester,4194.16,Harvest,2022-04-22,74
vegetable,289.38,Investment,2023-08-10,57
tea,8938.96,Investment,2024-04-11,47
pig,9027.31,Harvest,2024-02-16,79
harvester,5017.26,Harvest,2022-09-01,76
sugarcane,4442.01,Harvest,2023-01-05,44
poultry,1566.11,Harvest,2022-02-04,50
goat,249.22,Investment,2024-05-16,23
tea,6541.59,Harvest,2024-02-28,48
buffalo,797.45,Harvest,2022-07-31,86
pig,7919.12,Investment,2023-11-01,32
irrigation system,3439.82,Investment,2022-09-20,3
vegetable,3085.96,Harvest,2022-11-14,33
tractor,2886.16,Investment,2023-02-07,39
sprayer,5195.42,Investment,2023-11-06,98
irrigation system,3813.51,Investment,2022-10-20,24
duck,6049.81,Harvest,2022-09-25,44
fruit,3687.81,Harvest,2023-07-10,98
buffalo,5224.89,Harvest,2022-12-24,12
pig,7275.3,Harvest,2022-02-07,59
sugarcane,1660.5,Harvest,2024-01-14,36
harvester,4056.35,Investment,2023-01-26,100
maize,342.14,Harvest,2023-10-07,56
poultry,8423.48,Investment,2024-06-19,98
fertilizer spreader,9691.33,Investment,2022-08-20,36
rubber,5637.4,Harvest,2022-10-12,8
sugarcane,7004.89,Investment,2024-05-16,60
coffee,338.96,Harvest,2023-06-30,6
coconut,8579.52,Investment,2023-01-14,38
wheat,8164.28,Harvest,2023-05-01,89
cows,5131.63,Harvest,2023-06-14,29
harvester,1591.53,Harvest,2023-06-13,60
harvester,196.39,Investment,2023-08-30,52
sheep,3705.75,Harvest,2022-07-15,3
poultry,5842.11,Harvest,2023-02-28,98
millets,6411.72,Harvest,2024-02-13,53
sheep,4487.66,Investment,2023-05-05,49
irrigation system,3166.54,Investment,2023-02-16,97
coffee,4300.22,Harvest,2022-01-14,35
coconut,9594.26,Investment,2022-04-01,31
pig,5167.48,Harvest,2022-08-12,11
seed drill,5532.17,Investment,2023-02-11,13
poultry,240.47,Harvest,2023-09-20,51
seed drill,7731.2,Harvest,2023-06-27,10
fish,5230.57,Investment,2023-11-17,42
wheat,6223.96,Harvest,2023-07-16,4
sprayer,6657.51,Investment,2024-03-19,65
plough,8159.37,Harvest,2022-02-14,81
sugarcane,7419.12,Harvest,2023-12-17,45
maize,5926.72,Investment,2023-10-02,75
coconut,8592.18,Investment,2023-05-10,22
tea,4859.59,Investment,2022-02-16,85
duck,254.11,Investment,2023-06-04,44
turkey,2759.71,Investment,2022-08-02,51
cotton,865.57,Investment,2022-09-23,43
fertilizer spreader,8773.82,Investment,2023-09-15,51
pulses,6046.18,Investment,2024-05-25,33
millets,9527.09,Investment,2023-09-28,37
seed drill,8844.12,Investment,2024-04-13,63
millets,6325.41,Harvest,2022-01-09,96
sugarcane,8840.65,Harvest,2022-06-14,64
goat,7192.68,Harvest,2022-08-11,91
buffalo,1884.11,Investment,2023-10-15,77
buffalo,3160.51,Harvest,2023-11-04,88
sheep,8572.44,Harvest,2024-03-02,71
cows,7135.83,Investment,2023-06-23,83
seed drill,5805.02,Investment,2023-11-29,44
pig,5141.82,Harvest,2023-06-27,40
coconut,5390.44,Harvest,2024-05-13,5
horse,5347.16,Investment,2022-07-03,65
turkey,1223.67,Investment,2023-01-14,100
poultry,6604.28,Harvest,2024-06-03,99
duck,2880.91,Harvest,2023-06-08,98
pig,7891.85,Harvest,2024-05-29,9
cows,6858.31,Investment,2022-08-23,70
goat,4992.33,Harvest,2024-05-20,61
cotton,8969.06,Harvest,2023-12-14,41
fish,7861.67,Harvest,2023-02-09,66
seed drill,3282.92,Harvest,2022-07-05,89
cows,4662.77,Harvest,2022-11-21,20
seed drill,8110.68,Investment,2023-01-19,22
horse,3192.85,Harvest,2022-02-04,50
cows,8171.71,Harvest,2024-04-05,57
rubber,8492.93,Investment,2022-01-09,52
tea,4642.86,Harvest,2023-08-17,52
plough,1460.01,Harvest,2023-12-23,55
sprayer,4479.85,Investment,2023-04-15,61
poultry,8335.39,Investment,2022-12-13,94
coconut,7957.97,Harvest,2023-05-24,9
fertilizer spreader,8837.1,Harvest,2023-12-05,63
rubber,8297.59,Investment,2023-12-19,98
coffee,4628.84,Harvest,2022-10-31,97
rubber,4114.97,Investment,2023-02-11,76
goat,6947.25,Investment,2023-02-20,80
wheat,2319.07,Harvest,2023-07-20,52
harvester,2061.11,Investment,2022-01-18,97
horse,8502.29,Harvest,2022-05-29,21
fertilizer spreader,4098.9,Harvest,2022-03-24,55
sprayer,7064.51,Harvest,2023-12-02,20
millets,1967.13,Investment,2024-05-21,23
pulses,5991.07,Harvest,2023-09-27,56
rubber,6756.72,Harvest,2023-10-28,69
duck,7886.23,Harvest,2022-06-27,19
tea,8078.16,Investment,2022-04-26,14
sheep,7778.1,Investment,2023-05-26,89
vegetable,4517.01,Investment,2022-09-28,94
poultry,103.09,Harvest,2022-06-25,43
millets,1060.35,Investment,2023-12-02,95
vegetable,5567.29,Harvest,2023-06-05,100
tractor,9616.02,Investment,2022-05-02,11
vegetable,6533.01,Investment,2022-04-29,26
harvester,8657.88,Harvest,2024-01-07,48
cows,4378.04,Investment,2023-04-25,87
plough,6162.64,Harvest,2023-11-10,80
sprayer,412.56,Investment,2024-03-17,84
fruit,3915.2,Investment,2023-04-22,47
hen,5523.38,Harvest,2023-07-08,96
sprayer,5362.33,Investment,2023-09-13,38
rice,9801.33,Harvest,2022-01-29,86
vegetable,2702.11,Harvest,2024-02-28,78
goat,4193.2,Investment,2024-03-18,75
groundnut,4823.88,Investment,2022-02-17,66
cow,2663.72,Harvest,2023-03-07,36
millets,7581.96,Harvest,2023-09-20,67
horse,2767.05,Harvest,2023-09-03,58
cows,5732.01,Harvest,2023-05-01,57
maize,3344.4,Harvest,2022-08-11,39
harvester,1794.59,Harvest,2022-07-13,53
fertilizer spreader,5523.28,Harvest,2022-06-28,66
tea,7564.98,Harvest,2022-05-08,58
fruit,9325.54,Harvest,2022-09-20,21
rice,326.62,Investment,2023-03-30,50
coconut,6177.81,Harvest,2023-02-18,62
pig,7764.26,Harvest,2024-02-11,79
tea,5704.62,Harvest,2022-07-28,15
tractor,1975.35,Investment,2023-01-31,100
irrigation system,4650.66,Harvest,2022-03-24,60
irrigation system,8542.24,Investment,2023-12-29,45
fertilizer spreader,2512.22,Investment,2022-06-04,5
groundnut,4719.21,Harvest,2024-02-11,100
poultry,6962.91,Harvest,2022-01-04,94
plough,9021.01,Investment,2024-01-23,60
fruit,113.41,Harvest,2022-11-22,30
goats,9055.84,Harvest,2024-01-06,91
buffalo,6397.07,Harvest,2022-04-25,39
maize,3084.1,Harvest,2023-01-25,2
buffalo,1763.28,Investment,2024-03-30,46
fertilizer spreader,414.11,Harvest,2023-06-06,16
seed drill,3353.9,Investment,2022-03-26,71
poultry,7717.74,Investment,2023-10-21,43
sugarcane,7283.31,Investment,2023-08-12,11
millets,6526.26,Harvest,2022-09-14,10
horse,9934.25,Investment,2023-05-29,53
poultry,998.17,Investment,2024-03-06,99
sprayer,7253.92,Harvest,2023-10-29,82
rubber,4161.92,Investment,2023-07-23,2
wheat,8264.9,Investment,2022-10-20,47
duck,8479.76,Investment,2024-05-17,48
sheep,8757.44,Harvest,2024-04-02,48
fertilizer spreader,6407.22,Investment,2024-03-10,14
fertilizer spreader,6275.93,Harvest,2022-08-11,90
tea,2753.12,Harvest,2022-11-29,10
cow,6153.79,Investment,2023-08-03,97
irrigation system,8887.02,Harvest,2022-11-08,43
rubber,7411.46,Harvest,2022-12-08,1
turkey,1420.92,Harvest,2023-07-16,13
fruit,6627.85,Harvest,2022-10-13,22
goat,9437.34,Investment,2024-05-24,7
plough,2550.22,Harvest,2024-02-24,4
pulses,854.88,Investment,2022-02-21,70
rubber,3543.44,Harvest,2023-04-04,64
duck,3190.03,Harvest,2022-01-22,72
pig,7877.14,Harvest,2022-02-13,90
cows,2204.59,Harvest,2022-09-08,61
pig,2999.37,Harvest,2022-10-30,84
goats,1466.8,Harvest,2024-04-24,92
plough,5057.25,Investment,2024-01-13,13
plough,555.26,Harvest,2023-10-27,97
rubber,6680.44,Harvest,2022-11-09,47
fruit,7304.59,Investment,2022-05-30,27
poultry,4370.4,Investment,2024-04-06,97
fertilizer spreader,224.21,Harvest,2022-10-19,62
sugarcane,8395.79,Harvest,2022-03-18,12
sprayer,1208.93,Investment,2022-01-08,78
buffalo,5130.23,Harvest,2024-03-17,44
groundnut,2269.8,Investment,2022-09-17,60
millets,4525.61,Investment,2023-02-20,15
pulses,4129.17,Harvest,2022-08-08,19
groundnut,1803.73,Investment,2022-10-07,19
cow,5768.09,Investment,2024-05-08,94
tractor,1232.65,Investment,2023-10-27,22
seed drill,5829.89,Harvest,2024-06-15,79
turkey,9569.4,Investment,2024-01-03,98
buffalo,5540.82,Harvest,2022-04-09,20
cow,7922.01,Investment,2022-05-02,75
vegetable,1077.44,Investment,2023-07-21,82
fish,9104.69,Investment,2024-03-26,16
pulses,5790.8,Harvest,2023-02-17,70
fertilizer spreader,5651.92,Harvest,2023-02-27,55
buffalo,2951.94,Investment,2023-09-01,1
maize,7378.04,Investment,2022-11-25,3
goat,4238.01,Harvest,2022-12-02,71
duck,6264.4,Harvest,2022-07-11,17
pulses,9273.93,Investment,2023-07-23,60
tea,5089.1,Investment,2022-06-26,65
fertilizer spreader,5700.12,Investment,2022-10-31,48
sprayer,4739.53,Investment,2023-11-05,39
goat,7418.46,Harvest,2023-07-01,13
fish,6905.64,Investment,2022-11-20,13
goat,126.92,Investment,2022-05-14,50
cow,9718.73,Investment,2023-06-15,39
plough,2573.62,Investment,2022-12-10,57
harvester,8109.51,Investment,2022-07-22,31
fertilizer spreader,3324.61,Harvest,2024-05-11,68
rice,4519.09,Investment,2023-07-04,5
coffee,2748.29,Harvest,2024-06-11,73
sheep,6576.06,Harvest,2022-04-22,76
sugarcane,9536.13,Investment,2024-03-15,3
fish,3383.5,Harvest,2023-06-25,47
rubber,2889.65,Investment,2022-04-03,93
fish,9182.27,Investment,2022-01-13,39
tractor,153.43,Investment,2022-12-26,73
millets,9766.3,Investment,2023-10-28,84
harvester,1562.73,Harvest,2022-07-01,74
fertilizer spreader,7410.14,Harvest,2023-10-03,13
coconut,1115.33,Harvest,2022-11-05,54
turkey,323.84,Investment,2024-01-04,34
millets,5461.94,Harvest,2022-05-04,88
coconut,4250.18,Investment,2023-08-15,70
duck,6963.56,Investment,2022-03-16,26
vegetable,844.97,Harvest,2024-04-12,5
sprayer,7043.17,Investment,2022-11-01,20
rubber,3535.4,Harvest,2023-01-23,62
wheat,7998.85,Harvest,2022-08-15,64
pig,7595.8,Harvest,2023-09-10,79
harvester,3382.08,Harvest,2024-04-19,32
fruit,1414.66,Harvest,2022-04-16,7
poultry,4109.57,Harvest,2022-03-08,23
goats,4469.28,Harvest,2022-12-19,69
harvester,9615.15,Investment,2022-10-02,46
irrigation system,9043.27,Investment,2024-05-08,79
harvester,9318.78,Investment,2023-03-22,23
wheat,2549.58,Harvest,2023-05-04,25
rubber,1428.55,Harvest,2022-06-11,15
vegetable,5403.99,Harvest,2024-06-14,1
cotton,8292.87,Investment,2022-09-22,74
millets,7841.85,Harvest,2022-11-04,32
coconut,346.67,Harvest,2022-06-23,73
sugarcane,231.47,Harvest,2023-03-27,29
fertilizer spreader,2428.41,Investment,2022-01-20,27
pig,5156.03,Investment,2023-01-02,29
harvester,3670.87,Investment,2023-03-11,39
fruit,1152.09,Harvest,2023-07-24,80
goats,1657.02,Harvest,2023-01-31,84
horse,3563.05,Harvest,2023-06-03,62
maize,4173.05,Investment,2023-02-24,44
hen,4216.77,Harvest,2022-05-07,56
cow,4336.21,Investment,2024-03-12,63
millets,569.24,Harvest,2024-02-08,6
coconut,4186.07,Investment,2023-09-30,99
fertilizer spreader,1029.34,Investment,2023-08-03,77
cow,5216.43,Investment,2022-12-01,32
poultry,5102.42,Investment,2022-02-02,72
wheat,6386.26,Harvest,2024-05-02,29
fruit,5684.97,Harvest,2024-05-02,88
pulses,6154.24,Harvest,2023-02-11,59
cotton,2720.78,Harvest,2024-01-13,98
coconut,7461.06,Harvest,2023-04-01,18
rubber,3640.22,Investment,2022-11-09,88
maize,7509.3,Harvest,2022-10-17,5
fertilizer spreader,8806.95,Harvest,2023-03-27,25
fruit,9020.44,Investment,2023-06-16,22
goat,7789.99,Harvest,2024-04-15,73
seed drill,9746.16,Harvest,2022-11-11,44
pulses,6501.97,Harvest,2024-02-22,21
vegetable,4285.28,Harvest,2024-01-31,48
goat,4559.87,Harvest,2023-08-02,23
wheat,3994.39,Harvest,2024-04-11,16
goat,3897.15,Harvest,2024-04-11,55
tractor,8332.12,Investment,2024-01-20,32
coffee,6629.88,Harvest,2024-04-11,69
millets,4780.97,Investment,2024-04-11,15
tea,5021.59,Harvest,2023-10-15,31
cows,1511.65,Harvest,2022-07-16,49
fertilizer spreader,5351.08,Harvest,2022-01-20,67
wheat,3108.23,Harvest,2022-06-15,86
rubber,9728.21,Investment,2022-06-22,77
fruit,2102.51,Investment,2023-06-26,96
seed drill,4189.94,Investment,2023-05-20,92
vegetable,8642.55,Investment,2023-04-23,69
goat,4261.4,Harvest,2022-03-11,61
harvester,3086.11,Harvest,2024-01-25,65
maize,145.39,Harvest,2022-10-22,83
plough,1165.53,Harvest,2024-03-11,50
maize,5870.1,Harvest,2024-04-22,9
plough,2171.85,Harvest,2022-03-04,67
coffee,9164.41,Harvest,2024-05-02,48
irrigation system,1463.36,Harvest,2024-01-04,23
sugarcane,5456.5,Harvest,2023-10-15,52
harvester,3708.32,Investment,2022-12-10,89
wheat,4193.07,Investment,2024-03-22,62
pig,3766.76,Investment,2024-02-13,73
poultry,4657.13,Harvest,2022-01-20,32
rubber,4247.32,Harvest,2022-06-06,30
harvester,3068.41,Investment,2024-02-26,40
tractor,317.51,Harvest,2024-02-25,80
irrigation system,1214.71,Investment,2022-01-21,1
rice,1420.61,Harvest,2022-11-28,21
harvester,5749.42,Harvest,2023-05-28,18
fish,6343.43,Harvest,2023-01-27,37
groundnut,2306.09,Harvest,2022-05-28,66
poultry,5472.4,Harvest,2023-02-01,81
pig,625.79,Harvest,2023-12-12,38
millets,5441.48,Investment,2024-05-22,75
groundnut,3050.84,Harvest,2022-02-27,36
tea,3079.27,Harvest,2023-10-03,47
goats,8321.37,Investment,2022-10-18,57
cows,4010.42,Harvest,2022-12-23,14
